147;133;Тинькофф QR;RUB ТКС QR;643;3;10001101001111101111101111000110011110001000000001100100000000000000001101000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
148;113;Криптобиржи USD;USD Trade;840;1;10011111011111111100001111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
149;14;Monero (XMR);XMR;991;0;11111111111111111111111111111111111111111110111111111111111111000000001111111111111111111111011110111111111111111000000100011101111111111111111111111111111111111111111111110111110001111111111101111000101101101001111110011110001
150;218;Ria USD;USD Ria;840;4;10001101001111001110100001000100011110001000000001000100000001000000001100000000010000010000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000
151;219;Ria EUR;EUR Ria;978;4;10001101001111001110100001000100011110001000000001000100000000000000001100000000010000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
152;100;PaySera USD;USD PaySera;840;1;00000000000000000000000000000000010000000000000001100000000001000000000000110000011100011100000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000110000000000000100001000000000000000000000
153;114;Криптобиржи EUR;EUR Trade;978;1;10001001000110011100000000000100011101000001110111000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
154;107;Epay USD;USD Epay;840;1;10001101001111101100100011010110011110001000000001100100000001000000000000110100011100011100000000011000000000000000000000000100001001000000000000000000000000000011100000000000000000000111000000101000100001100100000000010000000
155;169;Visa/MasterCard SEK;SEK Карта;752;3;10011111001111111101111111111111111111111110111111111111001101000000001111000111111111011100001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
156;74;PM e-Voucher USD;USD PMV;840;1;10111111111111111111111111111111111111111110111111111111111101000000101111111111111111111100011110000000000010110000001000011101111111111111111111111111111111111111111111110111010001111111111101111000101111001001111001111111000
157;140;Райффайзен;RUB РФБ;643;3;10111111101111111111111111111111111111111110111111111111111111000000001111110111111111111100001110000000000011110000000100001000000000000000011101101111111100010110011111110111010000110010100101010000000100000000000000000000000
158;150;Райффайзен UAH;UAH РФБ;980;3;10111111111111111111111111111110011111011110101111111111111111100000001111110111111111111100011110000011010000110010001100101101001001111111111111101111111111101011111101110011000001000111111100011000000100000000000000010000000
159;204;Счет ИП или ООО;RUB РасчСчет;643;3;10000001000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
160;11;Ether Classic (ETC);ETC;990;0;11111111111111111111111111111111111111111110111111111111111111000000001111111111111111111111011111100111011111111000001100101101111111111111111111111111111111111111111111111111010001110111111101111000101111111111111111111110101
161;13;Ripple (XRP);XRP;989;0;11111111111111111111111111111111111111111110111111111111111111000000101111111111111111111111111111111111011111111100001100011101111111111111111111111111111111111111111111111111110001111111111101111100101111111111111111111110101
162;18;Zcash (ZEC);ZEC;988;0;11111111111111111111111111111111111111111110111111111111111111000000101111111111111111111111111111111111011111111100001100111101111111111111111111111111111111111111111111111111110001111111111101111000101111111111111111111110001
163;19;Tether Omni (USDT);USDT Omni;840;0;10111111101111111111111111110111111111111110111111111111111111000000001101111100011111111111011110000010000000110000000100010101111111111111111111101111111101111111111100110000000001000111111000000000101100111001111000011110001
164;81;PayPal GBP;GBP PayPal;826;1;00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110100000000010000000000000000000000100000000000000000000000000000010010000
165;109;Alipay;CNY Alipay;156;1;10001101001111001101100001000100011110001000000001100100000000000000001000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
166;194;Любой банк CNY;CNY Банк;156;3;10001111001111101101101111000100011100001000000000100100000001000000001100000000011111011000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
167;197;Любой банк THB;THB Банк;764;3;00000000000000000000000000000000000000000000000000000000000001100000000000110000011100000000000000000000001000000000000000000101001001000000001001001111110101111001010100000000000000000010101000100000000000000000000000001000000
