42;93;4.02
93;42;3.23
93;105;2.07
10;42;1.87
10;105;1.72
105;93;1.7
10;84;1.64
10;60;1.6
6;93;1.22
10;56;1.16
139;42;1.09
59;93;1.01
63;93;0.96
63;10;0.88
56;93;0.86
42;10;0.82
93;84;0.74
84;93;0.7
93;56;0.67
56;10;0.64
139;105;0.64
1;56;0.58
42;139;0.58
60;93;0.58
84;10;0.57
105;10;0.57
93;59;0.56
117;56;0.48
99;42;0.48
60;10;0.44
