643;860;0.00729744
840;860;9.2381037459225E-5
840;156;0.15817278795356
840;974;0.38487443471567
840;840;1
840;967;37909.250258901
840;398;0.0022935625316671
840;980;0.034959366902646
840;764;0.030346433059016
840;643;0.012640387301467
840;566;0.002419770202022
840;51;0.002083550721466
840;826;1.3512180555161
840;978;1.1282861333634
348;980;11.06
348;949;23.58
348;764;9.67
348;752;34.44
348;643;4.04
348;985;78.3
987;993;8.4656084656085
348;578;35.84
348;458;76.02
348;392;2.7919
348;356;4.25
348;360;0.0222
1010;967;561797.75280899
109;826;0.0034952813701503
109;967;98.318749385508
978;356;0.011865633565504
764;356;0.4398
967;356;3.3476497471773E-7
998;356;0.00033476497471773
398;578;48.35
51;356;6.46
764;360;2.3038
643;356;1.05352
840;356;0.013355051496144
980;458;6.5307
156;458;1.5093
764;458;7.8697
643;392;0.692033
980;392;0.25134
974;392;0.02299
978;392;0.0077827068254339
109;980;8.8090204369274E-5
967;392;2.3051507318355E-7
998;392;0.00023051507318355
156;826;8.5424
398;498;24.31
51;985;118.97
974;498;0.14674
978;458;0.21180607036198
840;392;0.0087593670481371
110;967;54068.667207353
110;993;3566.0794522502
110;840;1.430419735215
348;826;430.48
111;967;74766.355140187
111;993;4954.7875634832
111;840;1.8575362567858
1000;840;0.081543385420375
1000;967;2682.6193094938
1007;967;12675.074466062
348;978;359.65
643;985;19.4361
980;985;7.0565
974;985;0.64474
978;985;0.21857445738891
1015;993;1.4006386912432
967;985;6.482932157606E-6
998;985;0.006482932157606
398;417;5.13
51;949;35.63
764;840;32.9599
985;764;0.1234
985;978;4.592
985;826;5.4958
985;980;0.1412
985;392;0.035649
985;643;0.0515
985;356;0.054316
985;156;0.6436
348;203;14.69
1001;840;360.1008282319
1001;967;20000000
1001;109;174520.06980803
840;985;0.2460915130666
348;156;50.4
980;498;1.5889
1002;967;45713.240840209
1002;993;3045.9017392099
1002;840;1.2031522589184
974;51;0.0054349
974;949;0.19414
978;949;0.065478022301814
860;704;0.478
109;978;0.0029171528588098
398;156;68.77
51;978;544.28
985;949;0.3011
949;840;13.51215
949;978;15.25625
949;826;18.20695
949;392;11.8557
949;643;0.171955
949;156;2.1352
840;949;0.073961761769165
1003;967;80971.659919028
1003;993;5401.1720543358
1003;840;2.1334243594393
826;643;0.0093598253830977
1004;993;436.63355528872
1004;840;0.17241633475804
1004;967;6548.1452378614
109;949;0.00018928639030854
998;203;0.0012032248592031
156;840;6.3246
109;643;3.2642338549361E-5
109;566;2.2931572188589E-5
643;752;8.5257
980;752;3.0779
974;752;0.28359
978;752;0.095219958103218
860;980;377.3
967;752;2.452240711654E-6
998;752;0.002452240711654
156;752;0.683
398;356;5.82
51;826;650.09
985;752;0.4398
949;752;1.45505
752;156;1.4647
752;978;10.4574
752;826;12.5072
752;356;0.123573
752;392;0.081149
752;985;2.279
752;643;0.11748
752;949;1
752;840;9.259
840;752;0.10810259195423
643;498;4.41643
993;104;2.264620959067E-5
989;104;0.090602335287876
498;840;17.9861
498;51;0.03737
498;978;20.2731
498;980;0.6271
498;826;24.1859
498;949;1.329
498;974;6.8723
498;643;0.2291
498;356;0.24053
498;860;0.001662
498;398;0.0413
498;392;0.157738
498;156;2.8416
498;985;4.4242
1005;967;2376.5105695308
1006;993;71.730608526617
1006;840;0.028695767331275
1006;967;1090.1737191822
840;578;0.11258357923463
840;417;0.011794316554739
840;348;0.003135405627426
840;203;0.046038629172193
826;978;0.83605049745005
1014;840;0.62115732666558
643;417;0.930709
980;417;0.32183
974;417;0.030932
860;949;799.15
398;978;491.17
51;417;5.69
498;417;0.21225
643;578;8.88046
980;578;3.1874
974;578;0.29514
978;578;0.098633920205159
860;764;327.22
156;578;0.7081
398;840;435.2
51;578;53.57
985;578;0.4577
949;578;1.5004
752;578;1.041308
498;578;1.995
643;203;3.64006
980;203;1.3184
974;203;0.120997
978;203;0.040816326530612
860;752;1165.64
398;348;1.363
51;203;22.29
985;203;0.1876
752;203;0.426904
498;203;0.8273
643;348;0.247958
980;348;0.089679
978;348;0.0027821054974405
860;643;137.69
398;974;167.47
51;348;1.513
985;348;0.012769
752;348;0.029087
498;348;0.056308
1005;993;158.4108226274
1005;840;0.062566770475367
417;840;84.7937
417;978;95.7194
417;398;0.1953
417;643;1.0741
860;458;2581.86
860;498;602.67
860;398;24.8
860;417;127.54
860;392;94.85
860;356;144.68
860;360;0.754
860;348;33.87
860;826;14584.83
860;978;12210.28
860;203;499.33
109;840;0.0025879917184265
1007;993;844.85147511068
1007;840;0.33367919181565
1014;967;23593.280161944
398;458;103.92
860;156;1709.36
985;458;0.9706
498;458;4.2929
980;360;0.0019976
980;704;0.0011964
978;360;6.1844678327275E-5
860;985;2666.17
860;578;1201.83
860;974;4151.19
860;51;22.53
985;360;0.00028346
840;360;6.9760060272692E-5
840;458;0.23857807467494
840;704;4.4179997736079E-5
967;203;1.2032248592031E-6
1008;840;0.052934111323612
1008;967;2009.7270790627
1008;993;133.72917168151
1012;840;0.010323092137727
1009;967;3484.8669652036
1009;840;0.091768671368587
109;993;6.5530799475754
203;392;0.19061
203;360;0.001515
203;356;0.29061
203;978;24.495
203;156;3.434
1012;967;391.82649922614
764;392;28.9676
1010;949;1.0864841373316
1011;993;45317.562821471
1011;967;679463.224053
1010;840;14.825796886583
203;348;0.06813
203;458;5.188
203;578;2.416
203;985;5.353
203;643;0.276
203;752;2.332
203;764;0.65694
203;949;1.606
203;840;21.737
203;826;29.262
360;156;2269.63
360;978;16218.8
360;826;19358.905
360;392;126.03585
360;458;3427.555
360;578;1595.63
360;752;1548.19
360;764;434.3
360;840;14358
360;704;0.635
578;156;1.4215
578;203;0.41382
578;978;10.1385
578;826;12.111
578;348;0.028206
578;360;0.00062701
578;356;0.1203
578;392;0.078905
578;458;2.1474
578;985;2.216
578;643;0.11425
578;752;0.9654
578;764;0.27196
578;949;0.6638
578;840;8.9976
578;974;3.4526
578;704;0.000398
704;156;3578.62
704;978;25617.305
704;826;30425.345
704;356;307.89
704;392;198.47
704;458;5402.83
704;578;2537.315
704;643;303.79
704;752;2445.58
704;764;652.93
704;840;22615
458;356;0.056038
458;392;0.036815
458;764;0.127081
458;360;0.000292
458;826;5.6616
458;978;4.7369
458;156;0.6624
458;704;0.000185
458;840;4.1905
1011;840;17.899319727404
356;840;74.5955
356;826;101.514
356;978;84.5336
356;392;0.6528
980;784;7.4267
860;784;2945.2
156;784;1.7219
398;784;118.5
51;784;131.3
498;784;4.8968
458;784;1.140878
840;784;0.27225701061802
784;840;3.6725
784;974;1.409248
784;156;0.580229
784;203;0.169022
784;978;4.140361
784;826;4.944796
784;348;0.011525
784;360;0.000256
784;356;0.049095
784;392;0.03224
784;398;0.008422
784;458;0.876492
784;566;0.008846
784;578;0.407911
784;985;0.903555
784;643;0.046483
784;764;0.111086
784;949;0.271376
784;704;0.000162
764;978;37.2502
1013;840;45927.705199246
1013;967;1739130434.7826
826;840;0.74150971377725
1017;967;555.67903978662
1017;840;0.014630064196722
1018;967;24624.476729869
1018;840;0.65248384286884
1018;993;1584.1584158416
51;981;157.19
398;981;142.78
860;981;3526.08
980;981;8.8176
840;981;0.32626427406199
981;974;1.1743
981;156;0.48532
981;203;0.14159
981;978;3.4661
981;826;4.1358
981;348;0.009617
981;356;0.041082
981;392;0.026921
981;417;0.036252
981;398;0.007074
981;498;0.17119
981;578;0.34108
981;985;0.7568
981;643;0.039081
981;752;0.33028
981;949;0.2269
981;980;0.10721
981;840;3.072
981;860;0.0002839
1001;949;26.434047052604
1001;978;410.50903119869
949;784;3.6787
643;124;62.7284
980;124;22.6697
978;124;0.70190215483962
860;124;8561.25
967;124;2.0996744874642E-5
998;124;0.020996744874642
156;124;5.0102
398;124;344.47
51;124;381.72
985;124;3.2355
949;124;10.69085
752;124;7.3574
498;124;14.2289
348;124;253.39
203;124;17.194
360;124;11354.695
578;124;7.1162
704;124;17837.98
458;124;3.3187
784;124;2.904999
981;124;2.4308
124;156;0.1996
124;978;1.4252
124;356;0.01689
124;360;8.8E-5
124;392;0.01109
124;578;0.1409
124;643;0.016
124;752;0.1361
124;949;0.0935
124;826;1.7037
124;840;1.2629
840;975;0.57667832133554
840;124;0.79526467601315
643;975;45.5795
980;975;16.5145
978;975;0.51129972389815
860;975;6242.35
51;975;278.49
985;975;2.3478
949;975;7.8
498;975;10.3708
348;975;183.88
203;975;12.522
578;975;5.1838
981;975;1.7729
975;124;1.3728
975;156;0.274214
975;203;0.0798298
975;826;2.33635
975;348;0.00544133
975;360;0.000120958
975;356;0.0232072
975;392;0.0152217
975;458;0.414257
975;578;0.192911
975;985;0.427494
975;643;0.0220404
975;752;0.186234
975;764;0.0524633
975;949;0.128064
975;840;1.73574
974;975;1.5141
974;124;2.0864
764;826;44.5279
1020;967;16818.6087815
1020;993;1121.7163157003
1020;840;0.44285185077753
